,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
42,Timothy Anglin,[X] is [Y] citizen .,Canada,"Timothy Warren Anglin (August 31, 1822 – May 4, 1896) was a [MASK] politician and Speaker of the Canadian House of Commons.","Timothy Warren Anglin (August 31, 1822 – May 4, 1896) was a Canada politician and Speaker of the Canadian House of Commons.",,,,
43,Hanan al-Shaykh,[X] is [Y] citizen .,Lebanon,"She has translated numerous literary works from Arabic to English, including several by the [MASK] author Hanan al-Shaykh.","She has translated numerous literary works from Arabic to English, including several by the Lebanon author Hanan al-Shaykh.",['she has translated numerous literary works from arabic to english including several by the lebanon author hanan al-shaykh'],she has translated numerous literary works from arabic to english including several by the [MASK] author hanan al-shaykh,,
44,Art mac Cuinn,[X] is [Y] citizen .,Ireland,"Art mac Cuinn (""son of Conn""), also known as Art Óenfer (literally ""one man"", used in the sense of ""lone"", ""solitary"", or ""only son""), was, according to medieval Irish legend and historical tradition, a High King of [MASK].","Art mac Cuinn (""son of Conn""), also known as Art Óenfer (literally ""one man"", used in the sense of ""lone"", ""solitary"", or ""only son""), was, according to medieval Irish legend and historical tradition, a High King of Ireland.","['Art mac Cuinn (""son of Conn""), also known as Art Óenfer (literally ""one man"", used in the sense of ""lone"", ""solitary"", or ""only son""), was, according to medieval Irish legend and historical tradition, a High King of Ireland.']","Art mac Cuinn (""son of Conn""), also known as Art Óenfer (literally ""one man"", used in the sense of ""lone"", ""solitary"", or ""only son""), was, according to medieval Irish legend and historical tradition, a High King of Ireland.",,
45,Kristy Sargeant,[X] is [Y] citizen .,Canada,"She is the elder sister of Kristy Sargeant, a former pair skater for [MASK].","She is the elder sister of Kristy Sargeant, a former pair skater for Canada.",['she is the elder sister of kristy sargeant a former pair skater for canada'],she is the elder sister of kristy sargeant a former pair skater for [MASK],,
46,Ely Guerra,[X] is [Y] citizen .,Mexico,"Ely Guerra (born Elizabeth Guerra Vázquez, February 13, 1972) is a Mexican singer-songwriter who was raised in Monterrey, Nuevo Leon, [MASK].","Ely Guerra (born Elizabeth Guerra Vázquez, February 13, 1972) is a Mexican singer-songwriter who was raised in Monterrey, Nuevo Leon, Mexico.","['Ely Guerra (born Elizabeth Guerra Vázquez, February 13, 1972) is a Mexican singer-songwriter who was raised in Monterrey, Nuevo Leon, Mexico.']","Ely Guerra (born Elizabeth Guerra Vázquez, February 13, 1972) is a Mexican singer-songwriter who was raised in Monterrey, Nuevo Leon, Mexico.",,
47,Felix Plater,[X] is [Y] citizen .,Switzerland,"Felix Plater (or Platter) (October 28, 1536 – July 28, 1614) was a [MASK] physician, professor in Basel, well known for his classification of psychiatric diseases, and was also the first to describe an intracranial tumour (a meningioma).","Felix Plater (or Platter) (October 28, 1536 – July 28, 1614) was a Switzerland physician, professor in Basel, well known for his classification of psychiatric diseases, and was also the first to describe an intracranial tumour (a meningioma).","['Felix Plater (or Platter) (October 28, 1536 – July 28, 1614) was a Switzerland physician, professor in Basel, well known for his classification of psychiatric diseases, and was also the first to describe an intracranial tumour (a meningioma).']","Felix Plater (or Platter) (October 28, 1536 – July 28, 1614) was a Switzerland physician, professor in Basel, well known for his classification of psychiatric diseases, and was also the first to describe an intracranial tumour (a meningioma).",,
48,Borys Kolesnikov,[X] is [Y] citizen .,Ukraine,"Borys Kolesnikov, a prominent Ukrainian politician and businessman, purchased the team in 2010, and from then until 2014 it was the most successful hockey club in [MASK].","Borys Kolesnikov, a prominent Ukrainian politician and businessman, purchased the team in 2010, and from then until 2014 it was the most successful hockey club in Ukraine.",['borys kolesnikov a prominent ukrainian politician and businessman bought the team in 2010 and from then until 2014 it was the most successful hockey club in ukraine'],borys kolesnikov a prominent ukrainian politician and businessman bought the team in 2010 and from then until 2014 it was the most successful hockey club in [MASK],,
49,Assif Tsahar,[X] is [Y] citizen .,Israel,"Assif Tsahar (born [MASK], June 11, 1969) is an Israeli tenor saxophonist and bass clarinetist.","Assif Tsahar (born Israel, June 11, 1969) is an Israeli tenor saxophonist and bass clarinetist.","['Assif Tsahar (born Israel, June 11, 1969) is an Israeli tenor saxophonist and bass clarinetist.']","Assif Tsahar (born Israel, June 11, 1969) is an Israeli tenor saxophonist and bass clarinetist.",,
50,Marek Niit,[X] is [Y] citizen .,Estonia,"Marek Niit (born August 9, 1987 in Kuressaare) is a male sprinter from [MASK] who won gold medal at the 200 metres at the 2006 World Junior Championships in Athletics in Beijing, China.","Marek Niit (born August 9, 1987 in Kuressaare) is a male sprinter from Estonia who won gold medal at the 200 metres at the 2006 World Junior Championships in Athletics in Beijing, China.",,,,
51,Marcel Trudel,[X] is [Y] citizen .,Canada,"Marcel Trudel, CC GOQ (May 29, 1917 – January 11, 2011) was a [MASK] historian, university professor (1947–1982) and author who published more than 40 books on the history of New France, scientifically re-written.","Marcel Trudel, CC GOQ (May 29, 1917 – January 11, 2011) was a Canada historian, university professor (1947–1982) and author who published more than 40 books on the history of New France, scientifically re-written.","['Marcel Trudel, CC GOQ (May 29, 1917 – January 11, 2011) was a Canada historian, university professor (1947–1982) and author who published more than 40 books on the history of New France, scientifically re-written.']","Marcel Trudel, CC GOQ (May 29, 1917 – January 11, 2011) was a Canada historian, university professor (1947–1982) and author who published more than 40 books on the history of New France, scientifically re-written.",,
52,Fa Ngum,[X] is [Y] citizen .,Laos,":225–226 In 1359 the Khmer king gave the Phra Bang to his son-in-law, the first Lang Xang monarch Fa Ngum (1353-1373); to provide Buddhist legitimacy both to Fa Ngum's rule and by extension to the sovereignty of [MASK].",":225–226 In 1359 the Khmer king gave the Phra Bang to his son-in-law, the first Lang Xang monarch Fa Ngum (1353-1373); to provide Buddhist legitimacy both to Fa Ngum's rule and by extension to the sovereignty of Laos.","["":225–226 In 1359 the Khmer king gave the Phra Bang to his son-in-law, the first Lang Xang monarch Fa Ngum (1353-1373); to provide Buddhist legitimacy both to Fa Ngum's rule and by extension to the sovereignty of Laos.""]",":225–226 In 1359 the Khmer king gave the Phra Bang to his son-in-law, the first Lang Xang monarch Fa Ngum (1353-1373); to provide Buddhist legitimacy both to Fa Ngum's rule and by extension to the sovereignty of Laos.",,
53,Lyuben Berov,[X] is [Y] citizen .,Bulgaria,"Stoyan Alexandrov ([MASK]: Стоян Александров, born 14 June 1949 in Iliya, Kystendil) is a Bulgarian economist, and former Minister of Finance under Prime Minister Lyuben Berov.","Stoyan Alexandrov (Bulgaria: Стоян Александров, born 14 June 1949 in Iliya, Kystendil) is a Bulgarian economist, and former Minister of Finance under Prime Minister Lyuben Berov.","['Stoyan Alexandrov (Bulgaria: Стоян Александров, born 14 June 1949 in Iliya, Kystendil) is a Bulgarian economist, and former Minister of Finance under Prime Minister Lyuben Berov.']","Stoyan Alexandrov (Bulgaria: Стоян Александров, born 14 June 1949 in Iliya, Kystendil) is a Bulgarian economist, and former Minister of Finance under Prime Minister Lyuben Berov.",,
54,Luke Hemsworth,[X] is [Y] citizen .,Australia,"He has written and directed the feature films Crush (2009), starring Christopher Egan, Needle (2010), starring Michael Dorman, Jessica Marais, Travis Fimmel, Trilby Glover, and Ben Mendelsohn and The Reckoning (2014), starring Jonathan LaPaglia and Luke Hemsworth, which was released in [MASK] on September 5, 2014 after premiering at CinefestOZ on August 29.","He has written and directed the feature films Crush (2009), starring Christopher Egan, Needle (2010), starring Michael Dorman, Jessica Marais, Travis Fimmel, Trilby Glover, and Ben Mendelsohn and The Reckoning (2014), starring Jonathan LaPaglia and Luke Hemsworth, which was released in Australia on September 5, 2014 after premiering at CinefestOZ on August 29.","['He has written and directed the feature films Crush (2009), starring Christopher Egan, Needle (2010), starring Michael Dorman, Jessica Marais, Travis Fimmel, Trilby Glover, and Ben Mendelsohn and The Reckoning (2014), starring Jonathan LaPaglia and Luke Hemsworth, which was released in Australia on September 5, 2014 after premiering at CinefestOZ on August 29.']","He has written and directed the feature films Crush (2009), starring Christopher Egan, Needle (2010), starring Michael Dorman, Jessica Marais, Travis Fimmel, Trilby Glover, and Ben Mendelsohn and The Reckoning (2014), starring Jonathan LaPaglia and Luke Hemsworth, which was released in Australia on September 5, 2014 after premiering at CinefestOZ on August 29.",,
55,Colman mac Duagh,[X] is [Y] citizen .,Ireland,"Saint Colman mac Duagh was born at Cork, Kiltartan, County Galway, [MASK], (c.","Saint Colman mac Duagh was born at Cork, Kiltartan, County Galway, Ireland, (c.","['Saint Colman mac Duagh was born at Cork, Kiltartan, County Galway, Ireland, (c.']","Saint Colman mac Duagh was born at Cork, Kiltartan, County Galway, Ireland, (c.",,
56,"Frank Oberle, Sr.",[X] is [Y] citizen .,Canada,"Frank Oberle, Sr., PC (born March 24, 1932) is a businessman and former [MASK] politician.","Frank Oberle, Sr., PC (born March 24, 1932) is a businessman and former Canada politician.",['frank oberle sr pc born march 24 1932 is a canadian businessman and former politician'],frank oberle sr pc born march 24 1932 is a canadian businessman and former politician,,
57,Mario Aerts,[X] is [Y] citizen .,Belgium,"Mario Aerts (born 31 December 1974 in Herentals, [MASK]) is a former professional road bicycle racer, who competed between 1996 and 2011.","Mario Aerts (born 31 December 1974 in Herentals, Belgium) is a former professional road bicycle racer, who competed between 1996 and 2011.","['Mario Aerts (born 31 December 1974 in Herentals, Belgium) is a former professional road bicycle racer, who competed between 1996 and 2011.']","Mario Aerts (born 31 December 1974 in Herentals, Belgium) is a former professional road bicycle racer, who competed between 1996 and 2011.",,
58,Terry Mosher,[X] is [Y] citizen .,Canada,"[MASK] authors published by the company included Giller Prize nominee Nancy Huston, Leacock Award winner Marsha Boulton, Arthur Ellis Award winner Rosemary Aubert, Trillium Award nominee Barry Callaghan, and Greg Gatenby, Kate Pullinger, AISLIN, Lisa Appignanesi, Anne DeGrace, Sondra Gotlieb, Rosemary Sullivan, Jack Granetstein, and John Brady among others.","Canada authors published by the company included Giller Prize nominee Nancy Huston, Leacock Award winner Marsha Boulton, Arthur Ellis Award winner Rosemary Aubert, Trillium Award nominee Barry Callaghan, and Greg Gatenby, Kate Pullinger, AISLIN, Lisa Appignanesi, Anne DeGrace, Sondra Gotlieb, Rosemary Sullivan, Jack Granetstein, and John Brady among others.","['Canada authors published by the company included Giller Prize nominee Nancy Huston, Leacock Award winner Marsha Boulton, Arthur Ellis Award winner Rosemary Aubert, Trillium Award nominee Barry Callaghan, and Greg Gatenby, Kate Pullinger, AISLIN, Lisa Appignanesi, Anne DeGrace, Sondra Gotlieb, Rosemary Sullivan, Jack Granetstein, and John Brady among others.']","Canada authors published by the company included Giller Prize nominee Nancy Huston, Leacock Award winner Marsha Boulton, Arthur Ellis Award winner Rosemary Aubert, Trillium Award nominee Barry Callaghan, and Greg Gatenby, Kate Pullinger, AISLIN, Lisa Appignanesi, Anne DeGrace, Sondra Gotlieb, Rosemary Sullivan, Jack Granetstein, and John Brady among others.",,
