,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
39,Charles Wuorinen,[X] plays [Y] music .,opera,"Brokeback Mountain is an [MASK] by American composer Charles Wuorinen, with a libretto in English by Annie Proulx, based on her 1997 short story Brokeback Mountain.","Brokeback Mountain is an opera by American composer Charles Wuorinen, with a libretto in English by Annie Proulx, based on her 1997 short story Brokeback Mountain.","['brokeback mountain is an opera by american composer charles wuorinen with a libretto in english by annie proulx based on her short story brokeback mountain in 1997', 'brokeback mountain is an opera by the american composer charles wuorinen with a libretto in english by annie proulx based on her 1997 short story brokeback mountain', 'brokeback mountain is an opera of american composer charles wuorinen with a libretto in english by annie proulx based on her 1997 short story brokeback mountain']",brokeback mountain is an [MASK] by american composer charles wuorinen with a libretto in english by annie proulx based on her short story brokeback mountain in 1997,brokeback mountain is an [MASK] by the american composer charles wuorinen with a libretto in english by annie proulx based on her 1997 short story brokeback mountain,brokeback mountain is an [MASK] of american composer charles wuorinen with a libretto in english by annie proulx based on her 1997 short story brokeback mountain
40,William Michael Rooke,[X] plays [Y] music .,opera,"Amilie, or the Love Test is an [MASK] in three acts by the Irish composer, William Michael Rooke to a libretto by John Thomas Haines.","Amilie, or the Love Test is an opera in three acts by the Irish composer, William Michael Rooke to a libretto by John Thomas Haines.",['amilie or the love test is an opera in three acts by the irish composer william michael rooke to a libretto by john thomas haines'],amilie or the love test is an [MASK] in three acts by the irish composer william michael rooke to a libretto by john thomas haines,,
41,Mark Helias,[X] plays [Y] music .,jazz,"Malaby moved to New York City in 1995 and has played with several notable [MASK] groups, including Charlie Haden’s Liberation Music Orchestra, Paul Motian’s Electric Bebop Band, Mark Helias’s Open Loose, Fred Hersch’s Trio + 2 and Walt Whitman project, and bands led by Mario Pavone, Chris Lightcap, Bobby Previte, Tom Varner, Marty Ehrlich, Angelica Sanchez, Mark Dresser, and Kenny Wheeler.","Malaby moved to New York City in 1995 and has played with several notable jazz groups, including Charlie Haden’s Liberation Music Orchestra, Paul Motian’s Electric Bebop Band, Mark Helias’s Open Loose, Fred Hersch’s Trio + 2 and Walt Whitman project, and bands led by Mario Pavone, Chris Lightcap, Bobby Previte, Tom Varner, Marty Ehrlich, Angelica Sanchez, Mark Dresser, and Kenny Wheeler.","['Malaby moved to New York City in 1995 and has played with several notable jazz groups, including Charlie Haden’s Liberation Music Orchestra, Paul Motian’s Electric Bebop Band, Mark Helias’s Open Loose, Fred Hersch’s Trio + 2 and Walt Whitman project, and bands led by Mario Pavone, Chris Lightcap, Bobby Previte, Tom Varner, Marty Ehrlich, Angelica Sanchez, Mark Dresser, and Kenny Wheeler.']","Malaby moved to New York City in 1995 and has played with several notable [MASK] groups, including Charlie Haden’s Liberation Music Orchestra, Paul Motian’s Electric Bebop Band, Mark Helias’s Open Loose, Fred Hersch’s Trio + 2 and Walt Whitman project, and bands led by Mario Pavone, Chris Lightcap, Bobby Previte, Tom Varner, Marty Ehrlich, Angelica Sanchez, Mark Dresser, and Kenny Wheeler.",,
42,Airplane!,[X] plays [Y] music .,parody,"Associated mostly with [MASK] comedies, Zucker has many fan favorites and box office successes, such as; 1980's Airplane!, 1986's Ruthless People, 1988's The Naked Gun: From the Files of Police Squad!, 1991's The Naked Gun 2½: The Smell of Fear, and 2003's Scary Movie 3.","Associated mostly with parody comedies, Zucker has many fan favorites and box office successes, such as; 1980's Airplane!, 1986's Ruthless People, 1988's The Naked Gun: From the Files of Police Squad!, 1991's The Naked Gun 2½: The Smell of Fear, and 2003's Scary Movie 3.","[""Associated mostly with parody comedies, Zucker has many fan favorites and box office successes, such as; 1980's Airplane!, 1986's Ruthless People, 1988's The Naked Gun: From the Files of Police Squad!, 1991's The Naked Gun 2½: The Smell of Fear, and 2003's Scary Movie 3.""]","Associated mostly with [MASK] comedies, Zucker has many fan favorites and box office successes, such as; 1980's Airplane!, 1986's Ruthless People, 1988's The Naked Gun: From the Files of Police Squad!, 1991's The Naked Gun 2½: The Smell of Fear, and 2003's Scary Movie 3.",,
43,Ola Kvernberg,[X] plays [Y] music .,jazz,"With locals from the black diaspora such as Haiti (Jephté Guillaume), Puerto Rico (Joe Claussell and brother José Claussell), the Caribbean and Africa (Ola Jagun, Femi Kuti).Albeit largely implemented in dance music and African sources, Spiritual Life Music provides a myriad of fusion sounds from [MASK], electronica, songs and many others.","With locals from the black diaspora such as Haiti (Jephté Guillaume), Puerto Rico (Joe Claussell and brother José Claussell), the Caribbean and Africa (Ola Jagun, Femi Kuti).Albeit largely implemented in dance music and African sources, Spiritual Life Music provides a myriad of fusion sounds from jazz, electronica, songs and many others.",,,,
44,Better Off Ted,[X] plays [Y] music .,sitcom,She also portrayed Veronica Palmer on the ABC [MASK] Better Off Ted and Olivia Lord on Nip/Tuck.,She also portrayed Veronica Palmer on the ABC sitcom Better Off Ted and Olivia Lord on Nip/Tuck.,['She also portrayed Veronica Palmer on the ABC sitcom Better Off Ted and Olivia Lord on Nip/Tuck.'],She also portrayed Veronica Palmer on the ABC [MASK] Better Off Ted and Olivia Lord on Nip/Tuck.,,
45,Marvin David Levy,[X] plays [Y] music .,opera,"She went from a small town choir (Troy, New York) to become a soloist at New York's Radio City Music Hall, to several of the USA's major [MASK] companies, to a debut at New York City Opera,(1956–1964) to the Metropolitan Opera, for a special reading performance of Marvin David Levy's, ""Mourning Becomes Electra.""","She went from a small town choir (Troy, New York) to become a soloist at New York's Radio City Music Hall, to several of the USA's major opera companies, to a debut at New York City Opera,(1956–1964) to the Metropolitan Opera, for a special reading performance of Marvin David Levy's, ""Mourning Becomes Electra.""","['She went from a small town choir (Troy, New York) to become a soloist at New York\'s Radio City Music Hall, to several of the USA\'s major opera companies, to a debut at New York City Opera,(1956–1964) to the Metropolitan Opera, for a special reading performance of Marvin David Levy\'s, ""Mourning Becomes Electra.""']","She went from a small town choir (Troy, New York) to become a soloist at New York's Radio City Music Hall, to several of the USA's major [MASK] companies, to a debut at New York City Opera,(1956–1964) to the Metropolitan Opera, for a special reading performance of Marvin David Levy's, ""Mourning Becomes Electra.""",,
46,Red Mitchell,[X] plays [Y] music .,jazz,"Stuart Sankey, Frank Proto, and Lucas Drew www.stfrancismusic.com/bio.htm and [MASK] bassists Henry Grimes, Eddie Gómez, and Red Mitchell.","Stuart Sankey, Frank Proto, and Lucas Drew www.stfrancismusic.com/bio.htm and jazz bassists Henry Grimes, Eddie Gómez, and Red Mitchell.","['Stuart Sankey, Frank Proto, and Lucas Drew www.stfrancismusic.com/bio.htm and jazz bassists Henry Grimes, Eddie Gómez, and Red Mitchell.']","Stuart Sankey, Frank Proto, and Lucas Drew www.stfrancismusic.com/bio.htm and [MASK] bassists Henry Grimes, Eddie Gómez, and Red Mitchell.",,
47,Al Haig,[X] plays [Y] music .,jazz,"Williamson studied at the New England Conservatory of Music before moving to [MASK], influenced mainly by Teddy Wilson, then by Al Haig and Bud Powell.","Williamson studied at the New England Conservatory of Music before moving to jazz, influenced mainly by Teddy Wilson, then by Al Haig and Bud Powell.","['williamson studied at the new england conservatory of music before moving into jazz influenced primarily by teddy wilson then by al haig and bud powell', 'williamson studied at new england conservatory of music before moving into jazz influenced mainly by teddy wilson then by al haig and bud powell', 'williamson studied at the new england conservatory of music before moving to jazz influenced mainly by teddy wilson then by al haig and bud powell']",williamson studied at the new england conservatory of music before moving into [MASK] influenced primarily by teddy wilson then by al haig and bud powell,williamson studied at new england conservatory of music before moving into [MASK] influenced mainly by teddy wilson then by al haig and bud powell,williamson studied at the new england conservatory of music before moving to [MASK] influenced mainly by teddy wilson then by al haig and bud powell
48,Bluebird Records,[X] plays [Y] music .,jazz,"George Roderick ""Rod"" Cless (May 20, 1907, Lenox, Iowa – December 8, 1944, New York City) was an American [MASK] clarinetist and saxophonist, perhaps best known for his work on sixteen Muggsy Spanier tunes for Bluebird Records.","George Roderick ""Rod"" Cless (May 20, 1907, Lenox, Iowa – December 8, 1944, New York City) was an American jazz clarinetist and saxophonist, perhaps best known for his work on sixteen Muggsy Spanier tunes for Bluebird Records.","['George Roderick ""Rod"" Cless (May 20, 1907, Lenox, Iowa – December 8, 1944, New York City) was an American jazz clarinetist and saxophonist, perhaps best known for his work on sixteen Muggsy Spanier tunes for Bluebird Records.']","George Roderick ""Rod"" Cless (May 20, 1907, Lenox, Iowa – December 8, 1944, New York City) was an American [MASK] clarinetist and saxophonist, perhaps best known for his work on sixteen Muggsy Spanier tunes for Bluebird Records.",,
49,Tribal Seeds,[X] plays [Y] music .,reggae,"Tribal Seeds is a [MASK] band based in San Diego, California.","Tribal Seeds is a reggae band based in San Diego, California.",['tribal seeds is a reggae band based in san diego california'],tribal seeds is a [MASK] band based in san diego california,,
50,Frank Marocco,[X] plays [Y] music .,jazz,"In art music it is used in [MASK], an important exponent having been the North American accordionist Frank Marocco and in transcriptions from the operatic and light-classical music repertoire.","In art music it is used in jazz, an important exponent having been the North American accordionist Frank Marocco and in transcriptions from the operatic and light-classical music repertoire.","['in jazz it is used in art music an important exponent being the north american accordionist frank marocco and in transcriptions from the operatic and light-classical music repertoires', 'in art music it is used in jazz an important exponent being the north american accordionist frank marocco and in transcriptions from the operatic and light-classical music repertoire']",in [MASK] it is used in art music an important exponent being the north american accordionist frank marocco and in transcriptions from the operatic and light-classical music repertoires,in art music it is used in [MASK] an important exponent being the north american accordionist frank marocco and in transcriptions from the operatic and light-classical music repertoire,
