,answers,original,parrot_0,parrot_1,parrot_2
115,bbc,"[{'token': 'television', 'score': 0.374}, {'token': 'bbc', 'score': 0.328}, {'token': 'british', 'score': 0.218}, {'token': 'tv', 'score': 0.049}, {'token': 'itv', 'score': 0.005}, {'token': 'canadian', 'score': 0.003}, {'token': 'uk', 'score': 0.002}, {'token': 'short', 'score': 0.002}, {'token': 'documentary', 'score': 0.002}, {'token': '2001', 'score': 0.001}, {'token': 'german', 'score': 0.001}, {'token': 'pbs', 'score': 0.001}, {'token': '2002', 'score': 0.0}, {'token': 'hbo', 'score': 0.0}, {'token': 'thames', 'score': 0.0}]","[{'token': 'television', 'score': 0.462}, {'token': 'bbc', 'score': 0.261}, {'token': 'british', 'score': 0.155}, {'token': 'tv', 'score': 0.062}, {'token': 'short', 'score': 0.012}, {'token': 'documentary', 'score': 0.005}, {'token': 'canadian', 'score': 0.004}, {'token': 'itv', 'score': 0.003}, {'token': 'colour', 'score': 0.002}, {'token': 'uk', 'score': 0.002}, {'token': 'biographical', 'score': 0.002}, {'token': 'pbs', 'score': 0.001}, {'token': '2001', 'score': 0.001}, {'token': 'film', 'score': 0.001}, {'token': 'video', 'score': 0.001}]","[{'token': 'television', 'score': 0.445}, {'token': 'british', 'score': 0.211}, {'token': 'bbc', 'score': 0.209}, {'token': 'tv', 'score': 0.069}, {'token': 'short', 'score': 0.008}, {'token': 'documentary', 'score': 0.006}, {'token': 'canadian', 'score': 0.006}, {'token': 'itv', 'score': 0.004}, {'token': 'uk', 'score': 0.003}, {'token': '2001', 'score': 0.001}, {'token': '2002', 'score': 0.001}, {'token': 'biographical', 'score': 0.001}, {'token': 'colour', 'score': 0.001}, {'token': '2000', 'score': 0.001}, {'token': 'video', 'score': 0.001}]","[{'token': 'bbc', 'score': 0.415}, {'token': 'television', 'score': 0.219}, {'token': 'british', 'score': 0.143}, {'token': 'itv', 'score': 0.075}, {'token': 'tv', 'score': 0.041}, {'token': 'australian', 'score': 0.023}, {'token': 'pbs', 'score': 0.007}, {'token': 'uk', 'score': 0.006}, {'token': 'documentary', 'score': 0.006}, {'token': 'hbo', 'score': 0.006}, {'token': 'american', 'score': 0.004}, {'token': 'biographical', 'score': 0.004}, {'token': 'canadian', 'score': 0.004}, {'token': 'abc', 'score': 0.004}, {'token': 'film', 'score': 0.003}]"
116,microsoft,"[{'token': 'playstation', 'score': 0.169}, {'token': 'nintendo', 'score': 0.128}, {'token': 'windows', 'score': 0.11}, {'token': 'dos', 'score': 0.07}, {'token': 'sega', 'score': 0.047}, {'token': 'pc', 'score': 0.042}, {'token': 'nes', 'score': 0.027}, {'token': 'ios', 'score': 0.026}, {'token': 'atari', 'score': 0.026}, {'token': 'amiga', 'score': 0.024}, {'token': 'arcade', 'score': 0.023}, {'token': 'acclaim', 'score': 0.019}, {'token': 'nec', 'score': 0.018}, {'token': 'saturn', 'score': 0.014}, {'token': 'ea', 'score': 0.009}]","[{'token': 'windows', 'score': 0.34}, {'token': 'playstation', 'score': 0.218}, {'token': 'dos', 'score': 0.127}, {'token': 'pc', 'score': 0.075}, {'token': 'nes', 'score': 0.038}, {'token': 'arcade', 'score': 0.033}, {'token': 'ios', 'score': 0.029}, {'token': 'computers', 'score': 0.019}, {'token': 'computer', 'score': 0.017}, {'token': 'children', 'score': 0.016}, {'token': 'macintosh', 'score': 0.01}, {'token': 'consoles', 'score': 0.008}, {'token': 'nintendo', 'score': 0.006}, {'token': 'pcs', 'score': 0.005}, {'token': 'amiga', 'score': 0.005}]","[{'token': '.', 'score': 0.955}, {'token': ';', 'score': 0.038}, {'token': '?', 'score': 0.003}, {'token': '!', 'score': 0.002}, {'token': '|', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'playstation', 'score': 0.0}, {'token': 'sega', 'score': 0.0}, {'token': 'atari', 'score': 0.0}, {'token': 'nintendo', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'nec', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': 'rare', 'score': 0.0}, {'token': '##ivision', 'score': 0.0}]",
117,bbc,"[{'token': 'espn', 'score': 0.29}, {'token': 'television', 'score': 0.108}, {'token': 'sports', 'score': 0.057}, {'token': 'nbc', 'score': 0.039}, {'token': 'radio', 'score': 0.032}, {'token': 'boxing', 'score': 0.028}, {'token': 'nfl', 'score': 0.025}, {'token': 'bbc', 'score': 0.025}, {'token': 'nba', 'score': 0.023}, {'token': 'tv', 'score': 0.022}, {'token': 'abc', 'score': 0.02}, {'token': 'cbs', 'score': 0.019}, {'token': 'english', 'score': 0.018}, {'token': 'ufc', 'score': 0.018}, {'token': 'football', 'score': 0.015}]","[{'token': 'espn', 'score': 0.21}, {'token': 'television', 'score': 0.114}, {'token': 'sports', 'score': 0.091}, {'token': 'bbc', 'score': 0.048}, {'token': 'boxing', 'score': 0.047}, {'token': 'nbc', 'score': 0.039}, {'token': 'football', 'score': 0.029}, {'token': 'tv', 'score': 0.027}, {'token': 'radio', 'score': 0.027}, {'token': 'abc', 'score': 0.019}, {'token': 'ufc', 'score': 0.017}, {'token': 'cbs', 'score': 0.016}, {'token': 'rugby', 'score': 0.014}, {'token': 'english', 'score': 0.013}, {'token': 'fellow', 'score': 0.011}]",,
118,bmw,"[{'token': 'interior', 'score': 0.311}, {'token': 'industrial', 'score': 0.087}, {'token': 'graphic', 'score': 0.031}, {'token': 'architectural', 'score': 0.026}, {'token': 'corporate', 'score': 0.024}, {'token': 'product', 'score': 0.019}, {'token': 'urban', 'score': 0.016}, {'token': 'production', 'score': 0.015}, {'token': 'commercial', 'score': 0.014}, {'token': 'engineering', 'score': 0.012}, {'token': 'museum', 'score': 0.012}, {'token': 'exterior', 'score': 0.01}, {'token': 'building', 'score': 0.009}, {'token': 'project', 'score': 0.009}, {'token': 'web', 'score': 0.009}]","[{'token': 'assistant', 'score': 0.122}, {'token': 'associate', 'score': 0.102}, {'token': 'senior', 'score': 0.095}, {'token': 'the', 'score': 0.089}, {'token': 'deputy', 'score': 0.071}, {'token': 'chief', 'score': 0.06}, {'token': 'design', 'score': 0.041}, {'token': 'executive', 'score': 0.038}, {'token': 'creative', 'score': 0.036}, {'token': 'group', 'score': 0.031}, {'token': 'corporate', 'score': 0.025}, {'token': 'lead', 'score': 0.025}, {'token': 'project', 'score': 0.018}, {'token': 'general', 'score': 0.013}, {'token': 'production', 'score': 0.007}]","[{'token': 'interior', 'score': 0.316}, {'token': 'industrial', 'score': 0.086}, {'token': 'product', 'score': 0.079}, {'token': 'corporate', 'score': 0.046}, {'token': 'graphic', 'score': 0.046}, {'token': 'urban', 'score': 0.034}, {'token': 'architectural', 'score': 0.029}, {'token': 'production', 'score': 0.013}, {'token': 'project', 'score': 0.01}, {'token': 'engineering', 'score': 0.01}, {'token': 'commercial', 'score': 0.009}, {'token': 'design', 'score': 0.009}, {'token': 'internal', 'score': 0.009}, {'token': 'environmental', 'score': 0.008}, {'token': 'landscape', 'score': 0.007}]",
119,bbc,"[{'token': 'bbc', 'score': 0.988}, {'token': 'corporation', 'score': 0.002}, {'token': 'broadcaster', 'score': 0.002}, {'token': 'network', 'score': 0.001}, {'token': 'abc', 'score': 0.001}, {'token': 'programme', 'score': 0.001}, {'token': 'government', 'score': 0.0}, {'token': 'station', 'score': 0.0}, {'token': 'channel', 'score': 0.0}, {'token': 'company', 'score': 0.0}, {'token': 'organisation', 'score': 0.0}, {'token': 'times', 'score': 0.0}, {'token': 'controller', 'score': 0.0}, {'token': 'independent', 'score': 0.0}, {'token': 'conservatives', 'score': 0.0}]",,"[{'token': 'bbc', 'score': 0.917}, {'token': 'abc', 'score': 0.041}, {'token': 'cbs', 'score': 0.01}, {'token': 'cbc', 'score': 0.005}, {'token': 'british', 'score': 0.003}, {'token': 'live', 'score': 0.002}, {'token': 'nbc', 'score': 0.002}, {'token': 'sketch', 'score': 0.002}, {'token': 'thames', 'score': 0.001}, {'token': 'scottish', 'score': 0.001}, {'token': 'rte', 'score': 0.001}, {'token': 'radio', 'score': 0.001}, {'token': 'reality', 'score': 0.0}, {'token': 'variety', 'score': 0.0}, {'token': 'uk', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.875}, {'token': 'abc', 'score': 0.064}, {'token': 'cbs', 'score': 0.015}, {'token': 'sketch', 'score': 0.004}, {'token': 'british', 'score': 0.004}, {'token': 'cbc', 'score': 0.003}, {'token': 'live', 'score': 0.003}, {'token': 'radio', 'score': 0.003}, {'token': 'nbc', 'score': 0.002}, {'token': 'reality', 'score': 0.001}, {'token': 'mock', 'score': 0.001}, {'token': 'comedy', 'score': 0.001}, {'token': 'thames', 'score': 0.001}, {'token': 'documentary', 'score': 0.001}, {'token': 'variety', 'score': 0.001}]"
120,bbc,"[{'token': 'bbc', 'score': 0.991}, {'token': 'british', 'score': 0.007}, {'token': 'uk', 'score': 0.001}, {'token': 'english', 'score': 0.001}, {'token': 'itv', 'score': 0.0}, {'token': 'television', 'score': 0.0}, {'token': 'australian', 'score': 0.0}, {'token': 'tv', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'welsh', 'score': 0.0}, {'token': 'scottish', 'score': 0.0}, {'token': 'american', 'score': 0.0}, {'token': 'abc', 'score': 0.0}, {'token': 'eastenders', 'score': 0.0}, {'token': 'irish', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.992}, {'token': 'british', 'score': 0.006}, {'token': 'uk', 'score': 0.001}, {'token': 'english', 'score': 0.001}, {'token': 'itv', 'score': 0.0}, {'token': 'television', 'score': 0.0}, {'token': 'australian', 'score': 0.0}, {'token': 'tv', 'score': 0.0}, {'token': 'welsh', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'eastenders', 'score': 0.0}, {'token': 'scottish', 'score': 0.0}, {'token': 'american', 'score': 0.0}, {'token': 'irish', 'score': 0.0}, {'token': 'abc', 'score': 0.0}]",,
121,bbc,"[{'token': 'bbc', 'score': 0.539}, {'token': 'british', 'score': 0.165}, {'token': 'a', 'score': 0.114}, {'token': 'independent', 'score': 0.068}, {'token': 'itv', 'score': 0.018}, {'token': 'granada', 'score': 0.012}, {'token': 'television', 'score': 0.009}, {'token': 'freelance', 'score': 0.008}, {'token': 'international', 'score': 0.003}, {'token': 'documentary', 'score': 0.003}, {'token': 'american', 'score': 0.003}, {'token': 'uk', 'score': 0.003}, {'token': 'commercial', 'score': 0.002}, {'token': 'scottish', 'score': 0.002}, {'token': 'english', 'score': 0.002}]",,,
122,russia,"[{'token': 'russia', 'score': 0.973}, {'token': 'alaska', 'score': 0.015}, {'token': 'siberia', 'score': 0.009}, {'token': 'asia', 'score': 0.003}, {'token': 'australia', 'score': 0.0}, {'token': 'antarctica', 'score': 0.0}, {'token': 'japan', 'score': 0.0}, {'token': 'hokkaido', 'score': 0.0}, {'token': 'america', 'score': 0.0}, {'token': 'europe', 'score': 0.0}, {'token': 'russian', 'score': 0.0}, {'token': 'canada', 'score': 0.0}, {'token': 'china', 'score': 0.0}, {'token': 'pacific', 'score': 0.0}, {'token': 'india', 'score': 0.0}]",,,
123,bbc,"[{'token': 'rte', 'score': 0.876}, {'token': 'bbc', 'score': 0.056}, {'token': 'itv', 'score': 0.036}, {'token': 'the', 'score': 0.02}, {'token': 'eastenders', 'score': 0.001}, {'token': 'sky', 'score': 0.001}, {'token': 'wwe', 'score': 0.001}, {'token': 'eurovision', 'score': 0.001}, {'token': 'abc', 'score': 0.001}, {'token': 'bafta', 'score': 0.0}, {'token': 'their', 'score': 0.0}, {'token': 'irish', 'score': 0.0}, {'token': 'national', 'score': 0.0}, {'token': 'guinness', 'score': 0.0}, {'token': 'cbs', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.903}, {'token': 'channel', 'score': 0.042}, {'token': 'network', 'score': 0.01}, {'token': 'abc', 'score': 0.007}, {'token': 'broadcaster', 'score': 0.006}, {'token': 'programme', 'score': 0.006}, {'token': 'station', 'score': 0.004}, {'token': 'rte', 'score': 0.003}, {'token': 'itv', 'score': 0.002}, {'token': 'website', 'score': 0.001}, {'token': 'cbc', 'score': 0.001}, {'token': 'independent', 'score': 0.001}, {'token': 'show', 'score': 0.001}, {'token': 'company', 'score': 0.001}, {'token': 'guardian', 'score': 0.001}]","[{'token': 'rte', 'score': 0.883}, {'token': 'the', 'score': 0.065}, {'token': 'bbc', 'score': 0.023}, {'token': 'itv', 'score': 0.008}, {'token': ',', 'score': 0.005}, {'token': 'abc', 'score': 0.001}, {'token': 'wwe', 'score': 0.001}, {'token': 'eastenders', 'score': 0.001}, {'token': 'national', 'score': 0.0}, {'token': 'their', 'score': 0.0}, {'token': 'cbs', 'score': 0.0}, {'token': 'irish', 'score': 0.0}, {'token': 'australian', 'score': 0.0}, {'token': 'a', 'score': 0.0}, {'token': 'sky', 'score': 0.0}]","[{'token': 'rte', 'score': 0.843}, {'token': 'the', 'score': 0.092}, {'token': 'bbc', 'score': 0.033}, {'token': 'itv', 'score': 0.013}, {'token': ',', 'score': 0.006}, {'token': 'eastenders', 'score': 0.001}, {'token': 'abc', 'score': 0.001}, {'token': 'irish', 'score': 0.001}, {'token': 'national', 'score': 0.0}, {'token': 'their', 'score': 0.0}, {'token': 'cbs', 'score': 0.0}, {'token': 'wwe', 'score': 0.0}, {'token': 'sky', 'score': 0.0}, {'token': 'a', 'score': 0.0}, {'token': 'its', 'score': 0.0}]"
124,bbc,"[{'token': 'bbc', 'score': 0.949}, {'token': 'treasury', 'score': 0.006}, {'token': 'organisation', 'score': 0.005}, {'token': 'abc', 'score': 0.004}, {'token': 'guardian', 'score': 0.003}, {'token': 'inquiry', 'score': 0.003}, {'token': 'commission', 'score': 0.002}, {'token': 'police', 'score': 0.002}, {'token': 'programme', 'score': 0.002}, {'token': 'department', 'score': 0.001}, {'token': 'independent', 'score': 0.001}, {'token': 'broadcaster', 'score': 0.001}, {'token': 'un', 'score': 0.001}, {'token': 'intercept', 'score': 0.001}, {'token': 'union', 'score': 0.001}]","[{'token': 'bbc', 'score': 0.242}, {'token': 'itv', 'score': 0.082}, {'token': 'broadcasting', 'score': 0.05}, {'token': 'programmes', 'score': 0.037}, {'token': 'panorama', 'score': 0.037}, {'token': 'reuters', 'score': 0.032}, {'token': 'news', 'score': 0.026}, {'token': 'rte', 'score': 0.021}, {'token': 'labour', 'score': 0.016}, {'token': 'communications', 'score': 0.014}, {'token': 'journalism', 'score': 0.013}, {'token': 'television', 'score': 0.013}, {'token': 'police', 'score': 0.013}, {'token': 'eastenders', 'score': 0.013}, {'token': 'unesco', 'score': 0.01}]","[{'token': 'bbc', 'score': 0.639}, {'token': 'organisation', 'score': 0.042}, {'token': 'programme', 'score': 0.035}, {'token': 'station', 'score': 0.026}, {'token': 'commission', 'score': 0.018}, {'token': 'broadcaster', 'score': 0.015}, {'token': 'abc', 'score': 0.014}, {'token': 'newspaper', 'score': 0.012}, {'token': 'channel', 'score': 0.012}, {'token': 'centre', 'score': 0.01}, {'token': 'inquiry', 'score': 0.009}, {'token': 'network', 'score': 0.008}, {'token': 'company', 'score': 0.007}, {'token': 'agency', 'score': 0.006}, {'token': 'cbc', 'score': 0.006}]","[{'token': 'bbc', 'score': 0.377}, {'token': 'the', 'score': 0.122}, {'token': 'former', 'score': 0.079}, {'token': 'deputy', 'score': 0.071}, {'token': 'then', 'score': 0.06}, {'token': 'its', 'score': 0.026}, {'token': 'acting', 'score': 0.022}, {'token': 'itv', 'score': 0.018}, {'token': 'shadow', 'score': 0.016}, {'token': 'police', 'score': 0.014}, {'token': 'labour', 'score': 0.012}, {'token': 'conservative', 'score': 0.008}, {'token': 'assistant', 'score': 0.007}, {'token': 'outgoing', 'score': 0.005}, {'token': 'nhs', 'score': 0.005}]"
125,bbc,"[{'token': 'british', 'score': 0.978}, {'token': 'bbc', 'score': 0.013}, {'token': 'uk', 'score': 0.004}, {'token': 'scottish', 'score': 0.001}, {'token': 'factual', 'score': 0.001}, {'token': 'weekly', 'score': 0.0}, {'token': 'satirical', 'score': 0.0}, {'token': 'comedy', 'score': 0.0}, {'token': 'reality', 'score': 0.0}, {'token': 'popular', 'score': 0.0}, {'token': 'canadian', 'score': 0.0}, {'token': 'welsh', 'score': 0.0}, {'token': 'humorous', 'score': 0.0}, {'token': '1970s', 'score': 0.0}, {'token': 'yorkshire', 'score': 0.0}]",,,
126,ibm,"[{'token': 'news', 'score': 0.358}, {'token': 'oracle', 'score': 0.143}, {'token': 'target', 'score': 0.082}, {'token': 'intel', 'score': 0.071}, {'token': 'chrysler', 'score': 0.047}, {'token': 'microsoft', 'score': 0.039}, {'token': 'boeing', 'score': 0.016}, {'token': 'starbucks', 'score': 0.015}, {'token': 'sprint', 'score': 0.014}, {'token': 'sony', 'score': 0.011}, {'token': 'apple', 'score': 0.009}, {'token': 'continental', 'score': 0.009}, {'token': 'valve', 'score': 0.007}, {'token': 'alphabet', 'score': 0.007}, {'token': 'harris', 'score': 0.007}]","[{'token': 'oracle', 'score': 0.346}, {'token': 'intel', 'score': 0.22}, {'token': 'target', 'score': 0.125}, {'token': 'microsoft', 'score': 0.061}, {'token': 'sony', 'score': 0.021}, {'token': 'chrysler', 'score': 0.021}, {'token': 'news', 'score': 0.017}, {'token': 'boeing', 'score': 0.011}, {'token': 'ibm', 'score': 0.008}, {'token': 'heinz', 'score': 0.008}, {'token': 'olympus', 'score': 0.007}, {'token': 'starbucks', 'score': 0.006}, {'token': 'valve', 'score': 0.006}, {'token': 'sprint', 'score': 0.006}, {'token': 'apple', 'score': 0.005}]",,
127,paris,"[{'token': '1866', 'score': 0.026}, {'token': '1865', 'score': 0.021}, {'token': '1860', 'score': 0.019}, {'token': '1859', 'score': 0.018}, {'token': '1856', 'score': 0.018}, {'token': '1847', 'score': 0.016}, {'token': '1864', 'score': 0.016}, {'token': '1845', 'score': 0.015}, {'token': '1854', 'score': 0.015}, {'token': '1868', 'score': 0.015}, {'token': '1835', 'score': 0.015}, {'token': '1838', 'score': 0.014}, {'token': '1862', 'score': 0.014}, {'token': '1861', 'score': 0.013}, {'token': '1843', 'score': 0.013}]",,,
128,unesco,"[{'token': 'unesco', 'score': 0.75}, {'token': 'world', 'score': 0.077}, {'token': 'international', 'score': 0.049}, {'token': 'goodwill', 'score': 0.038}, {'token': 'un', 'score': 0.01}, {'token': 'global', 'score': 0.008}, {'token': 'unicef', 'score': 0.007}, {'token': 'olympic', 'score': 0.006}, {'token': 'ioc', 'score': 0.002}, {'token': 'ngo', 'score': 0.002}, {'token': 'european', 'score': 0.002}, {'token': 'the', 'score': 0.002}, {'token': 'fifa', 'score': 0.001}, {'token': 'universal', 'score': 0.001}, {'token': 'iaaf', 'score': 0.001}]",,,
129,bbc,"[{'token': 'british', 'score': 0.482}, {'token': 'bbc', 'score': 0.228}, {'token': 'conservative', 'score': 0.037}, {'token': 'independent', 'score': 0.032}, {'token': 'english', 'score': 0.027}, {'token': 'american', 'score': 0.022}, {'token': 'uk', 'score': 0.017}, {'token': 'former', 'score': 0.016}, {'token': 'international', 'score': 0.009}, {'token': 'freelance', 'score': 0.008}, {'token': 'local', 'score': 0.007}, {'token': 'australian', 'score': 0.005}, {'token': 'london', 'score': 0.004}, {'token': 'scottish', 'score': 0.002}, {'token': 'investigative', 'score': 0.002}]",,,
130,bbc,"[{'token': 'bbc', 'score': 0.468}, {'token': 'bank', 'score': 0.069}, {'token': 'queen', 'score': 0.063}, {'token': 'university', 'score': 0.039}, {'token': 'bahamas', 'score': 0.034}, {'token': 'raf', 'score': 0.029}, {'token': 'admiralty', 'score': 0.023}, {'token': 'polytechnic', 'score': 0.018}, {'token': 'exchequer', 'score': 0.011}, {'token': 'college', 'score': 0.009}, {'token': 'mint', 'score': 0.008}, {'token': 'treasury', 'score': 0.008}, {'token': 'punjab', 'score': 0.007}, {'token': 'citadel', 'score': 0.005}, {'token': 'netherlands', 'score': 0.005}]",,,
131,bbc,"[{'token': 'bbc', 'score': 0.984}, {'token': 'cia', 'score': 0.005}, {'token': 'treasury', 'score': 0.002}, {'token': 'abc', 'score': 0.002}, {'token': 'cid', 'score': 0.001}, {'token': 'museum', 'score': 0.001}, {'token': 'organisation', 'score': 0.0}, {'token': 'raf', 'score': 0.0}, {'token': 'times', 'score': 0.0}, {'token': 'met', 'score': 0.0}, {'token': 'academy', 'score': 0.0}, {'token': 'fbi', 'score': 0.0}, {'token': 'institute', 'score': 0.0}, {'token': 'guardian', 'score': 0.0}, {'token': 'hon', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.808}, {'token': '.', 'score': 0.103}, {'token': 'cia', 'score': 0.011}, {'token': ';', 'score': 0.009}, {'token': 'cid', 'score': 0.005}, {'token': '|', 'score': 0.004}, {'token': 'museum', 'score': 0.004}, {'token': 'times', 'score': 0.003}, {'token': 'treasury', 'score': 0.003}, {'token': 'iucn', 'score': 0.003}, {'token': 'abc', 'score': 0.002}, {'token': '?', 'score': 0.002}, {'token': 'raf', 'score': 0.002}, {'token': 'organisation', 'score': 0.002}, {'token': 'fbi', 'score': 0.001}]","[{'token': 'bbc', 'score': 0.773}, {'token': '.', 'score': 0.157}, {'token': ';', 'score': 0.01}, {'token': 'cia', 'score': 0.005}, {'token': 'treasury', 'score': 0.004}, {'token': 'cid', 'score': 0.004}, {'token': 'museum', 'score': 0.004}, {'token': '|', 'score': 0.003}, {'token': '?', 'score': 0.002}, {'token': 'times', 'score': 0.002}, {'token': 'academy', 'score': 0.002}, {'token': 'iucn', 'score': 0.001}, {'token': '!', 'score': 0.001}, {'token': 'raf', 'score': 0.001}, {'token': 'abc', 'score': 0.001}]",
