pred,obj_label,masked_sentence
IsA,christian,A mormon is a type of [MASK].
IsA,attachment,Love is a kind of [MASK].
IsA,methylxanthine,Caffeine is a [MASK].
IsA,rad,Harbours are [MASK].
IsA,automation,A robot is an [MASK].
IsA,bird,Puffin is a [MASK].
IsA,disease,Diabetes is a type of [MASK].
IsA,rod,"Another way to say ""A wand is a thin [MASK] that you can carry"" is ""wands are thin and light""."
IsA,band,U2 is a good [MASK].
IsA,bird,The woodpecker is a [MASK] that can peck holes in trees.
IsA,sensation,Numbness is a kind of [MASK].
IsA,machine,A bidet is a [MASK] that helps people to get cleaner.
IsA,Gardens,[MASK] make more sense than lawns.
IsA,wax,Parfin is a type of [MASK].
IsA,nationality,Czech is a [MASK].
IsA,poorly,Workaholics are [MASK] suited for middle management.
IsA,place,Vilnius is a kind of [MASK].
IsA,country,"The statement ""Chili is a [MASK]."" is true because because it has political boundaries and a government."
IsA,sin,Murder is a kind of [MASK].
IsA,bell,"To understand the event ""Bob rang the door [MASK]."", it is important to know that Bob could also have knocked on the door, but if a doorbell is available, knocking instead indicates rudeness and/or urgency."
IsA,slippy,Ice is [MASK].
IsA,also,Smoking might [MASK] cause dry lips.
IsA,tiring,Shopping is [MASK].
IsA,invention,Before the [MASK] of toilet paper the use of newspaper was common.
IsA,laborers,Some people are [MASK].
IsA,operation,Division is math [MASK].
IsA,amusement,"Picture description: A rollercoaster is often found in an [MASK] park.   Roller coasters feel dangerous, but only rarely is anyone injured while riding one."
IsA,animal,A unicorn is a [MASK].
IsA,insanity,Schizophrenia is a type of [MASK].
IsA,figure,A pentagon is a type of geometric [MASK].
IsA,quark,An anti-bottom [MASK] is part of a b b-bar meson.
IsA,animal,A bull is a type of male [MASK].
IsA,free,LINUX is [MASK].
IsA,island,Zanzibar is an [MASK].
IsA,instrument,A bongo is an [MASK].
IsA,felony,Murder is a [MASK].
IsA,ethnicity,Russian is a [MASK].
IsA,disguise,Glasses can be used to [MASK] human facial features.
IsA,bazaar,People sell goods in a [MASK].
IsA,buildings,"To understand the event ""Sally drove her parents to the mall."", it is important to know that a mall is a connected set of [MASK] containing many types of retail stores."
IsA,items,"To understand the event ""Marie opened her jewelry box."", it is important to know that Boxes with openings may be used to put [MASK] into."
IsA,vegetable,"To understand the event ""The farmer grew potatoes."", it is important to know that A potato is a [MASK]."
IsA,activity,You would get some physical [MASK] because you are tired of sitting still.
IsA,shape,An octagon is a kind of [MASK].
IsA,person,A pornstar is a kind of [MASK].
IsA,flatbread,Paraki is a type of [MASK].
IsA,blush,Some wines are [MASK].
IsA,animal,"Picture can shows a tortoise, an [MASK] with among highest life span."
IsA,instruments,Clavichords are [MASK].
IsA,molecule,Dna is a complex [MASK] that carries genetic information.
IsA,food,Spam is a type of [MASK].
IsA,light,"Picture description: 2 women, each holding and using a pair of binoculars looking at something while sitting on a wood-branch pieces assembled in the form of a empty frame-like bench in an outside, greenery nature-like area.  Oh and the woman who is closer to the camera (appearing to be larger) in the picture is wearing a purple sweater or overcoat and wearing round dot earings that are not hanging, but attached to the earlobes firmly.  The woman BEHIND the woman in purple is wearing a [MASK] blue or cyan colored short-sleeve shirt and she has her uncovered-legs crossed in front of her in a sitting fashion.  She is wearing a black or navy-blue band watch and a small green neon bracelet all on her right wrist.  They both have long and blonde or dirty-blonde colored hair.  As for the background part of the picture, the nature-like area looks FAKE, or made up, or make-believe based on the kind of lighting, and the perfect-randomness in the background imagery."
IsA,computer,Situation: A PDA is little [MASK] that assists you.
IsA,insects,Fleas are [MASK].
IsA,not,You are [MASK] likely to find a small dog on or in the forest.
IsA,instrument,A organ is a [MASK].
IsA,coating,Wax is a type of [MASK].
IsA,composer,Beethoven was a famous [MASK] of classical music .
IsA,cowards,The French are [MASK].
IsA,mammals,Equines are [MASK].
IsA,race,A marathon runner can succeed to complete the [MASK].
IsA,city,Taskent is a [MASK] in Uzbekistan.
IsA,delusions,Ghosts are [MASK].  Really.
IsA,energy,Situation: Matter is a form of [MASK].
IsA,mineral,Glass is a [MASK].
IsA,food,"Agriculture is the science and practice of cultivating of land, producing crops, and raising animals. It also refers to many associated processes or enterprises, such as [MASK] processing. No one knows precisely when humans first started a sustained, systematic practice of agriculture, but evidence has shown signs of agriculture in the Middle East and Mexico that date back to approximately 7000 BC. Some of the earliest cultivated crops included emmer wheat, wild barley, pumpkin, peas, and beans. The presence of larger scale, systematic cultivation often preceded or accompanied the rise of villages and cities and the formation of organized civilization. ."
IsA,place,Camp is a type of living [MASK].
IsA,polymer,Cellulose is a [MASK] made with repeated glucose units.
IsA,horses,Studs are [MASK] kept for breeding.
IsA,shape,The world is almost round in [MASK].
IsA,element,Calcium is an [MASK] required to make strong bones .
IsA,water,You are likely to find [MASK] in saltwater.
IsA,ecosystem,Swamps are an [MASK].
IsA,Doctor,[MASK] has gynecologist'.
IsA,emotion,Awe is a type of [MASK].
IsA,person,A niece is the daughter of a [MASK]'s sister or brother.
IsA,flatbread,Nan is a type of [MASK].
IsA,person,Nick is a [MASK].
IsA,thing,"The statement ""Cheese is a [MASK]."" is true because you can take it and eat it."
IsA,toys,Slinkies are [MASK].
IsA,activities,Voting is an [MASK] that people do.
IsA,record,An electrocardiogram is the [MASK] produced by an electrocardiograph.
IsA,hobby,Many women and a few men pursue the [MASK] of needlepoint  .
IsA,superhero,"To understand the event ""A spider crawled on me."", it is important to know that Spiderman is a comic book [MASK]."
IsA,dance,Squaredancing is a kind of [MASK].
IsA,dirt,A pillowcase protects a pillow from [MASK] and hair oil.
IsA,archive,Newspaper is a kind of [MASK].
IsA,fuel,"Something you need to do before you start a fire is you need [MASK], oxygen and sufficient heat."
IsA,humans,Pupils are [MASK].
IsA,magazine,Women sometimes read a [MASK] called Redbook.
IsA,person,A [MASK] doesn't want to be slave.
IsA,nursing,Geriatrics is a type of [MASK].
IsA,indiviudals,Families are [MASK] that are related to one another.
IsA,fighting,"The statement ""[MASK] war is for those who cannot think "" helps answer the question ""He didn't get into the army because he had low intelligence scores, right?""."
IsA,Theory,[MASK] is a type of scientific conjecture.
IsA,woodwind,A basson is a [MASK].
IsA,bird,Cormorant is a [MASK].
IsA,state,Iowa is a kind of [MASK].
IsA,place,"The statement ""A valley is a flat [MASK] between mountains"" is true because Mountains can be formed by ice."
IsA,animals,Weasels are [MASK].
IsA,tranquilizer,Diazepam is a [MASK].
IsA,Pain,[MASK] is agony.
IsA,outdoors,A patio door usually leads to [MASK].
IsA,ford,A lexus is a type of [MASK].
IsA,pest,Lacebug is a [MASK].
IsA,assasinated,Kennedy was [MASK].
IsA,bomb,A grenade is a hand-sized [MASK] used by soldiers that is triggered by pulling out a pin. Usually it is thrown at the target and explodes.
IsA,breastbone,A wishbone is a v-shaped bird's [MASK].
IsA,power,Journalism is [MASK].
IsA,commonly,Adrenalin is [MASK] carried by people with severe allergies.
IsA,person,A guardian is a kind of [MASK].
IsA,exhalation,Sigh is a type of soft [MASK].
IsA,snorted,Cocain is [MASK].
IsA,clothing,Something you find in the closet is an assortment of [MASK] and shoes.
IsA,things,"To understand the event ""Jane went to a picnic."", it is important to know that Cars are [MASK]."
IsA,insects,"Another way to say ""Bees are [MASK] that live in a hive"" is ""A bee is an insect that lives in a hive.""."
IsA,crime,Genocide is a type of [MASK].
IsA,bullies,Some people are [MASK].
IsA,person,A soldier is a kind of [MASK].
IsA,chemical,"The statement ""Vinyl is an organic [MASK]"" is true because an organic compound is is any compound consisting of carbon, hydrogen, and oxygen and vinyl is composed of these elements."
IsA,Automobile,[MASK] is truck.
IsA,energy,Getting an object into motion takes [MASK].
IsA,History,[MASK] is related to past.
IsA,Soup,[MASK] is like gruel.
IsA,fish,Herring is pickled [MASK].
IsA,hobby,"To understand the event ""Lisa is a gardener.  Lisa pruned a bush."", it is important to know that Gardening is a proffession or [MASK] where an individual grows and looks after plants."
IsA,anthologies,Some books are [MASK].
IsA,person,Susie is a [MASK].
IsA,pnictogen,Phosphorus is a [MASK].
IsA,person,A [MASK] can train to become an athlete.
IsA,company,DeLorme is a [MASK].
IsA,sport,Dance is a kind of [MASK].
IsA,platformindependent,JAVA is [MASK].
IsA,doctor,A pathologist is a kind of [MASK].
IsA,figure,An octagon is an eight-sided [MASK].
IsA,waterbottle,A Nalgene is a kind of [MASK].
IsA,baby,"Picture description: This is a pink rubber hot water bottle. You can use it to warm your feet, soothe an ache, or keep [MASK] animals -- such as kittens or puppies -- warm while their mother is gone."
IsA,moveable,A stepladder is [MASK].
IsA,artifact,A car is an [MASK].
IsA,animal,Nightingale is an [MASK] that starts with N.
IsA,term,AI is a [MASK]  used in refernce to computers.
IsA,well,Linux is [MASK] liked by IT educators at universities.
IsA,cereal,Oatmeal is a type of morning [MASK].
IsA,Color,[MASK] is pink.
IsA,tool,A saxophone is a [MASK] used to make music.
IsA,container,An anus is a kind of a [MASK].
IsA,material,"Picture description: These are the tuning pegs for a guitar.  A guitar is a type of musical instrument.  The guitar produces sounds by plucking or striking stretched strings of metal, nylon or other [MASK].  The tuning pegs allow the user to adjust the tension on the strings, and thereby set them at various pitch levels, or sound frequency values."
IsA,bedrooms,"The statement ""Things that are often found together are: blanket, room, pillows, bed"" is true because We sleep in bed, with pillows under our heads and blankets over our bodies. Beds are in rooms called [MASK]."
IsA,crying,"To understand the event ""Jane is [MASK]."", it is important to know that People can be physically hurt."
IsA,shampoo,Dandruffshampoo is a [MASK] which rinses out dandruff from hair.
IsA,Fluoxetine,"In a matter of weeks, Anafranil (Clomipramine), Prozac ([MASK]) and other antidepressants may cut down on obsessions and compulsions that have endured for years."
IsA,crunchy,Apples are juicy and [MASK].
IsA,cooking,Sauteing is a kind of [MASK].
IsA,person,Baby is newborn [MASK].
IsA,tool,"The statement ""A level is used to make sure something is perfectly horizontal."" helps answer the question ""What [MASK] does a person use to measure the horizontal""."
IsA,place,Space is moon [MASK].
IsA,country,Ethopia is a [MASK].
IsA,fiction,Situation: I am a well-known author of science [MASK] novels.
IsA,lawyers,"To understand the event ""Dwight became a lawyer."", it is important to know that Law school is where people learn to be [MASK]."
IsA,what,"The story ""Determining The Truth"" has the step ""He hated to think of it, but [MASK] if she was seeing someone else?""."
IsA,science,Architecture is the art and [MASK] of designing and erecting buildings.
IsA,drug,A vasoconstrictor is a [MASK].
IsA,state,Nebraska is a [MASK] in the United States.
IsA,alcoholics,People who are [MASK] are more likely to not pay their bills.
IsA,actor,"The statement ""Leonardo di Caprio is an [MASK]"" is true because he has been paid well for appearing in several motion pictures pretending to be someone else."
IsA,stimulant,"The statement ""I like to have a mug of coffe while reading the newspaper."" is true because coffee is [MASK]."
IsA,soda,Picture description: Pepsi [MASK] vending machine.
IsA,parasite,A mosquito is a kind of [MASK].
IsA,person,A cheater is a kind of [MASK].
IsA,plant,Falsecypress is a [MASK].
IsA,computer,An iPhone is a kind of [MASK].
IsA,Science,[MASK] is a type of chemistry biology.
IsA,business,Bar is a type of drinking [MASK].
IsA,vessle,A kettle is a [MASK] used to heat water.
IsA,fabric,Haircloth is a [MASK].
IsA,dance,Walz is a [MASK].
IsA,dish,Platter is a type of [MASK].
IsA,pen,Quick referencing in one's own book may be accomplished by a highlighter [MASK].
IsA,typically,Grain is [MASK] in cereal.
IsA,electronic,An iPod is a kind of [MASK].
IsA,country,Cyprus is a [MASK].
IsA,Christianity,Roman Catholicism is a type of [MASK].
IsA,Diffusion,[MASK] is related to osmosis.
IsA,adjective,Cold is an [MASK].
IsA,wine,Champagne is a sparkling [MASK] used for celebrations.
IsA,invention,"Plastic is a relatively recent [MASK] that we use in countless ways, such as for bottles to hold liquids."
IsA,Sport,Cheerleading is a kind of [MASK].
IsA,number,None is [MASK] zero.
IsA,fuel,Wood can be used as [MASK].
IsA,shiney,Metal is [MASK].
IsA,medium,A CD is a digital recording [MASK].
IsA,sower,Lemons are [MASK].
IsA,Continent,[MASK] is asia australia.
IsA,disease,Juandice is a [MASK].
IsA,friend,A confidant is a [MASK].
IsA,container,A bladder is a kind of [MASK].
IsA,narcotic,Methadone is a [MASK].
IsA,thing,A heaven is a type of [MASK].
IsA,fact,"To understand the event ""Marvin is an artificial intelligence researcher.  Marvin entered a [MASK] into the OpenMind database."", it is important to know that This statement may later be modified or deleted, according to its usefulness."
IsA,coffe,Cappucino is a kind of [MASK].
IsA,game,20Q is a kind of [MASK].
IsA,feeling,Hope has [MASK].
IsA,curtain,A backdrop is a [MASK] .
IsA,postman,Bob is a [MASK]. He delivered mail to fifteen people today.
IsA,flatbread,Matzoh is a type of [MASK].
IsA,lie,Cake is related to a [MASK].
IsA,vehicle,Plane is a type of flying [MASK].
IsA,closure,Clasp is a type of jewelry [MASK].
IsA,object,A commodity is an [MASK] that can be bought or sold.
IsA,communication,Resonation is [MASK].
IsA,missile,A submarine can shoot an ICBM [MASK].
IsA,land,A churchyard is the [MASK] that surrounds a church.
IsA,orchid,A cymbidium is a [MASK].
IsA,hear,Ears can [MASK] sound.
IsA,constipating,Milk is [MASK].
IsA,arrival,A landing is an [MASK].
IsA,person,Jfk was a [MASK].
IsA,device,A drill is a [MASK] used to create holes.
IsA,animals,"To understand the event ""The chicken laid an egg."", it is important to know that Chickens are [MASK]."
IsA,sofa,Similarity between a sofabed and a [MASK]: sitting.
IsA,place,Colorado is a [MASK].
IsA,people,Opponents are [MASK].
IsA,per,"To understand the event ""He walked to the store."", it is important to know that when a person walks they travel at about 2-4 miles [MASK] hour."
IsA,Soup,[MASK] is related to bouillon.
IsA,Slavery,[MASK] is forcing human beings to work without compensation or choice.
IsA,pet,A parakeet can be a person's [MASK].
IsA,location,"Another way to say ""a mall is a market of retail stores"" is ""many retail stores in one [MASK] is called a mall""."
